#   Var_X        DENSLO     DENSAV     DENSHI    DENSTOT   Radius     Rref   Grav LOGSCALE profwgt
   1590.0      6.289E-13  6.918E-13  7.610E-13  6.863E-13  4165.50  2575.50  .517     0     .000
   1600.0      5.760E-13  6.336E-13  6.969E-13  6.238E-13  4175.50  2575.50  .515     0     .000
   1610.0      5.279E-13  5.807E-13  6.388E-13  5.658E-13  4185.50  2575.50  .512     0     .000
   1620.0      4.842E-13  5.326E-13  5.859E-13  5.160E-13  4195.50  2575.50  .510     0     .000
   1630.0      4.444E-13  4.889E-13  5.378E-13  4.687E-13  4205.50  2575.50  .508     0     .000
   1640.0      4.083E-13  4.491E-13  4.940E-13  4.085E-13  4215.50  2575.50  .505     0     .000
   1650.0      3.753E-13  4.128E-13  4.541E-13  3.665E-13  4225.50  2575.50  .503     0     .000
   1660.0      3.453E-13  3.798E-13  4.178E-13  3.311E-13  4235.50  2575.50  .500     0     .000
   1670.0      3.179E-13  3.497E-13  3.846E-13  3.056E-13  4245.50  2575.50  .498     0     .000
   1680.0      2.929E-13  3.222E-13  3.544E-13  2.972E-13  4255.50  2575.50  .496     0     .000
   1690.0      2.701E-13  2.971E-13  3.268E-13  2.663E-13  4265.50  2575.50  .493     0     .000
   1700.0      2.492E-13  2.741E-13  3.015E-13  2.414E-13  4275.50  2575.50  .491     0     .000
   1710.0      2.301E-13  2.531E-13  2.784E-13  2.248E-13  4285.50  2575.50  .489     0     .000
   1720.0      2.126E-13  2.339E-13  2.573E-13  2.023E-13  4295.50  2575.50  .487     0     .000
   1730.0      1.966E-13  2.163E-13  2.379E-13  1.863E-13  4305.50  2575.50  .484     0     .000
   1740.0      1.820E-13  2.002E-13  2.202E-13  1.782E-13  4315.50  2575.50  .482     0     .000
   1750.0      1.685E-13  1.854E-13  2.039E-13  1.675E-13  4325.50  2575.50  .480     0     .000
   1760.0      1.562E-13  1.718E-13  1.890E-13  1.561E-13  4335.50  2575.50  .478     0     .000
   1770.0      1.448E-13  1.593E-13  1.753E-13  1.416E-13  4345.50  2575.50  .475     0     .000
   1780.0      1.344E-13  1.479E-13  1.627E-13  1.319E-13  4355.50  2575.50  .473     0     .000
   1790.0      1.249E-13  1.373E-13  1.511E-13  1.235E-13  4365.50  2575.50  .471     0     .000
   1800.0      1.160E-13  1.276E-13  1.404E-13  1.143E-13  4375.50  2575.50  .469     0     .000
   1810.0      1.079E-13  1.187E-13  1.306E-13  1.080E-13  4385.50  2575.50  .467     0     .000
