# Hgtkm   TotNDm3     H2NDm3     HeNDm3    CH4NDm3   Denskgm3     PresNm2    TempK   Zeta 
3270.0 3.3503E+12 3.3502E+12 1.6179E+08 1.0000E-09 1.1238E-14  3.3381E-08  721.66 1.0000
3280.0 3.2541E+12 3.2540E+12 1.5276E+08 1.0000E-09 1.0916E-14  3.2436E-08  721.96 1.0000
3290.0 3.1608E+12 3.1607E+12 1.4424E+08 1.0000E-09 1.0603E-14  3.1519E-08  722.25 1.0000
3300.0 3.0703E+12 3.0702E+12 1.3621E+08 1.0000E-09 1.0299E-14  3.0629E-08  722.54 1.0000
3310.0 2.9825E+12 2.9823E+12 1.2863E+08 1.0000E-09 1.0005E-14  2.9764E-08  722.83 1.0000
3320.0 2.8973E+12 2.8971E+12 1.2148E+08 1.0000E-09 9.7186E-15  2.8925E-08  723.11 1.0000
3330.0 2.8146E+12 2.8145E+12 1.1474E+08 1.0000E-09 9.4412E-15  2.8111E-08  723.40 1.0000
3340.0 2.7343E+12 2.7342E+12 1.0838E+08 1.0000E-09 9.1721E-15  2.7320E-08  723.67 1.0000
3350.0 2.6565E+12 2.6564E+12 1.0238E+08 1.0000E-09 8.9109E-15  2.6552E-08  723.95 1.0000
3360.0 2.5809E+12 2.5808E+12 9.6713E+07 1.0000E-09 8.6575E-15  2.5807E-08  724.22 1.0000
3370.0 2.5076E+12 2.5075E+12 9.1369E+07 1.0000E-09 8.4116E-15  2.5083E-08  724.49 1.0000
3380.0 2.4365E+12 2.4364E+12 8.6325E+07 1.0000E-09 8.1729E-15  2.4380E-08  724.76 1.0000
3390.0 2.3674E+12 2.3673E+12 8.1565E+07 1.0000E-09 7.9412E-15  2.3698E-08  725.02 1.0000
3400.0 2.3004E+12 2.3003E+12 7.7072E+07 1.0000E-09 7.7164E-15  2.3035E-08  725.28 1.0000
3410.0 2.2353E+12 2.2353E+12 7.2832E+07 1.0000E-09 7.4982E-15  2.2392E-08  725.54 1.0000
3420.0 2.1722E+12 2.1721E+12 6.8829E+07 1.0000E-09 7.2864E-15  2.1767E-08  725.79 1.0000
3430.0 2.1109E+12 2.1108E+12 6.5050E+07 1.0000E-09 7.0808E-15  2.1160E-08  726.04 1.0000
3440.0 2.0514E+12 2.0513E+12 6.1482E+07 1.0000E-09 6.8812E-15  2.0570E-08  726.29 1.0000
3450.0 1.9937E+12 1.9936E+12 5.8113E+07 1.0000E-09 6.6875E-15  1.9998E-08  726.54 1.0000
3460.0 1.9376E+12 1.9375E+12 5.4933E+07 1.0000E-09 6.4994E-15  1.9442E-08  726.78 1.0000
3470.0 1.8832E+12 1.8831E+12 5.1929E+07 1.0000E-09 6.3168E-15  1.8902E-08  727.02 1.0000
3480.0 1.8303E+12 1.8303E+12 4.9093E+07 1.0000E-09 6.1396E-15  1.8378E-08  727.26 1.0000
3490.0 1.7790E+12 1.7790E+12 4.6415E+07 1.0000E-09 5.9675E-15  1.7869E-08  727.49 1.0000
3500.0 1.7292E+12 1.7292E+12 4.3885E+07 1.0000E-09 5.8004E-15  1.7374E-08  727.73 1.0000
3510.0 1.6808E+12 1.6808E+12 4.1495E+07 1.0000E-09 5.6382E-15  1.6893E-08  727.96 1.0000
3520.0 1.6339E+12 1.6338E+12 3.9238E+07 1.0000E-09 5.4806E-15  1.6426E-08  728.18 1.0000
3530.0 1.5883E+12 1.5882E+12 3.7106E+07 1.0000E-09 5.3277E-15  1.5973E-08  728.41 1.0000
3540.0 1.5440E+12 1.5440E+12 3.5092E+07 1.0000E-09 5.1791E-15  1.5532E-08  728.63 1.0000
3550.0 1.5010E+12 1.5010E+12 3.3189E+07 1.0000E-09 5.0349E-15  1.5104E-08  728.85 1.0000
3560.0 1.4592E+12 1.4592E+12 3.1391E+07 1.0000E-09 4.8948E-15  1.4689E-08  729.07 1.0000
3570.0 1.4187E+12 1.4187E+12 2.9693E+07 1.0000E-09 4.7588E-15  1.4285E-08  729.28 1.0000
3580.0 1.3793E+12 1.3793E+12 2.8087E+07 1.0000E-09 4.6267E-15  1.3892E-08  729.50 1.0000
3590.0 1.3411E+12 1.3410E+12 2.6571E+07 1.0000E-09 4.4984E-15  1.3511E-08  729.71 1.0000
3600.0 1.3039E+12 1.3039E+12 2.5137E+07 1.0000E-09 4.3737E-15  1.3140E-08  729.92 1.0000
3610.0 1.2678E+12 1.2678E+12 2.3782E+07 1.0000E-09 4.2527E-15  1.2780E-08  730.12 1.0000
3620.0 1.2328E+12 1.2327E+12 2.2501E+07 1.0000E-09 4.1351E-15  1.2430E-08  730.33 1.0000
3630.0 1.1987E+12 1.1987E+12 2.1291E+07 1.0000E-09 4.0209E-15  1.2090E-08  730.53 1.0000
3640.0 1.1656E+12 1.1656E+12 2.0147E+07 1.0000E-09 3.9100E-15  1.1760E-08  730.73 1.0000
3650.0 1.1335E+12 1.1335E+12 1.9065E+07 1.0000E-09 3.8022E-15  1.1439E-08  730.92 1.0000
3660.0 1.1023E+12 1.1023E+12 1.8043E+07 1.0000E-09 3.6975E-15  1.1127E-08  731.12 1.0000
3670.0 1.0720E+12 1.0720E+12 1.7076E+07 1.0000E-09 3.5958E-15  1.0824E-08  731.31 1.0000
3680.0 1.0425E+12 1.0425E+12 1.6162E+07 1.0000E-09 3.4970E-15  1.0529E-08  731.50 1.0000
3690.0 1.0139E+12 1.0139E+12 1.5297E+07 1.0000E-09 3.4010E-15  1.0243E-08  731.69 1.0000
3700.0 9.8611E+11 9.8610E+11 1.4480E+07 1.0000E-09 3.3078E-15  9.9644E-09  731.88 1.0000
3710.0 9.5910E+11 9.5909E+11 1.3707E+07 1.0000E-09 3.2171E-15  9.6938E-09  732.06 1.0000
3720.0 9.3285E+11 9.3284E+11 1.2976E+07 1.0000E-09 3.1291E-15  9.4309E-09  732.24 1.0000
3730.0 9.0735E+11 9.0733E+11 1.2285E+07 1.0000E-09 3.0435E-15  9.1753E-09  732.42 1.0000
3740.0 8.8256E+11 8.8255E+11 1.1631E+07 1.0000E-09 2.9604E-15  8.9269E-09  732.60 1.0000
3750.0 8.5848E+11 8.5847E+11 1.1012E+07 1.0000E-09 2.8796E-15  8.6854E-09  732.78 1.0000
3760.0 8.3508E+11 8.3507E+11 1.0427E+07 1.0000E-09 2.8011E-15  8.4506E-09  732.95 1.0000
3770.0 8.1234E+11 8.1233E+11 9.8740E+06 1.0000E-09 2.7248E-15  8.2224E-09  733.13 1.0000
3780.0 7.9024E+11 7.9023E+11 9.3504E+06 1.0000E-09 2.6507E-15  8.0006E-09  733.30 1.0000
3790.0 7.6876E+11 7.6875E+11 8.8550E+06 1.0000E-09 2.5787E-15  7.7849E-09  733.47 1.0000
3800.0 7.4788E+11 7.4787E+11 8.3863E+06 1.0000E-09 2.5086E-15  7.5752E-09  733.64 1.0000
3810.0 7.2759E+11 7.2758E+11 7.9429E+06 1.0000E-09 2.4406E-15  7.3714E-09  733.80 1.0000
3820.0 7.0787E+11 7.0787E+11 7.5233E+06 1.0000E-09 2.3744E-15  7.1732E-09  733.96 1.0000
3830.0 6.8871E+11 6.8870E+11 7.1262E+06 1.0000E-09 2.3101E-15  6.9805E-09  734.13 1.0000
3840.0 6.7008E+11 6.7007E+11 6.7504E+06 1.0000E-09 2.2477E-15  6.7932E-09  734.29 1.0000
3850.0 6.5197E+11 6.5196E+11 6.3948E+06 1.0000E-09 2.1869E-15  6.6110E-09  734.45 1.0000
3860.0 6.3437E+11 6.3436E+11 6.0582E+06 1.0000E-09 2.1279E-15  6.4339E-09  734.60 1.0000
3870.0 6.1725E+11 6.1725E+11 5.7396E+06 1.0000E-09 2.0705E-15  6.2617E-09  734.76 1.0000
3880.0 6.0062E+11 6.0062E+11 5.4380E+06 1.0000E-09 2.0147E-15  6.0942E-09  734.91 1.0000
3890.0 5.8445E+11 5.8445E+11 5.1526E+06 1.0000E-09 1.9604E-15  5.9314E-09  735.06 1.0000
3900.0 5.6873E+11 5.6873E+11 4.8823E+06 1.0000E-09 1.9077E-15  5.7730E-09  735.21 1.0000
3910.0 5.5345E+11 5.5344E+11 4.6265E+06 1.0000E-09 1.8564E-15  5.6190E-09  735.36 1.0000
3920.0 5.3859E+11 5.3858E+11 4.3843E+06 1.0000E-09 1.8066E-15  5.4693E-09  735.51 1.0000
3930.0 5.2414E+11 5.2414E+11 4.1550E+06 1.0000E-09 1.7581E-15  5.3236E-09  735.65 1.0000
3940.0 5.1010E+11 5.1009E+11 3.9378E+06 1.0000E-09 1.7110E-15  5.1820E-09  735.80 1.0000
3950.0 4.9644E+11 4.9644E+11 3.7322E+06 1.0000E-09 1.6652E-15  5.0442E-09  735.94 1.0000
3960.0 4.8316E+11 4.8316E+11 3.5375E+06 1.0000E-09 1.6207E-15  4.9102E-09  736.08 1.0000
3970.0 4.7025E+11 4.7025E+11 3.3532E+06 1.0000E-09 1.5774E-15  4.7799E-09  736.22 1.0000
3980.0 4.5769E+11 4.5769E+11 3.1785E+06 1.0000E-09 1.5352E-15  4.6531E-09  736.36 1.0000
3990.0 4.4548E+11 4.4548E+11 3.0132E+06 1.0000E-09 1.4943E-15  4.5299E-09  736.49 1.0000
4000.0 4.3361E+11 4.3361E+11 2.8565E+06 1.0000E-09 1.4545E-15  4.4099E-09  736.63 1.0000
